dia,hora,intervalo,Simples,BD,BS,TD,TS,preco_pt,preco_es
02/01/2012,13:15,[13:00-13:15[,S,F,F,C,C,39.25,37.66
02/01/2012,13:30,[13:15-13:30[,S,F,F,C,C,39.25,37.66
02/01/2012,13:45,[13:30-13:45[,S,F,F,C,C,39.25,37.66
02/01/2012,14:00,[13:45-14:00[,S,F,F,C,C,39.25,37.66
02/01/2012,14:15,[14:00-14:15[,S,F,F,C,C,40.62,37.50
02/01/2012,14:30,[14:15-14:30[,S,F,F,C,C,40.62,37.50
02/01/2012,14:45,[14:30-14:45[,S,F,F,C,C,40.62,37.50
02/01/2012,15:00,[14:45-15:00[,S,F,F,C,C,40.62,37.50
02/01/2012,15:15,[15:00-15:15[,S,F,F,C,C,45.32,40.50
02/01/2012,15:30,[15:15-15:30[,S,F,F,C,C,45.32,40.50
02/01/2012,15:45,[15:30-15:45[,S,F,F,C,C,45.32,40.50
02/01/2012,16:00,[15:45-16:00[,S,F,F,C,C,45.32,40.50
02/01/2012,16:15,[16:00-16:15[,S,F,F,C,C,50.77,50.77
02/01/2012,16:30,[16:15-16:30[,S,F,F,C,C,50.77,50.77
02/01/2012,16:45,[16:30-16:45[,S,F,F,C,C,50.77,50.77
02/01/2012,17:00,[16:45-17:00[,S,F,F,C,C,50.77,50.77
02/01/2012,17:15,[17:00-17:15[,S,F,F,C,C,55.12,55.12
02/01/2012,17:30,[17:15-17:30[,S,F,F,C,C,55.12,55.12
02/01/2012,17:45,[17:30-17:45[,S,F,F,C,C,55.12,55.12
02/01/2012,18:00,[17:45-18:00[,S,F,F,C,C,55.12,55.12
02/01/2012,18:15,[18:00-18:15[,S,F,F,P,C,56.10,53.54
02/01/2012,18:30,[18:15-18:30[,S,F,F,P,C,56.10,53.54
02/01/2012,18:45,[18:30-18:45[,S,F,F,P,P,56.10,53.54
02/01/2012,19:00,[18:45-19:00[,S,F,F,P,P,56.10,53.54
02/01/2012,19:15,[19:00-19:15[,S,F,F,P,P,56.20,55.00
02/01/2012,19:30,[19:15-19:30[,S,F,F,P,P,56.20,55.00
02/01/2012,19:45,[19:30-19:45[,S,F,F,P,P,56.20,55.00
02/01/2012,20:00,[19:45-20:00[,S,F,F,P,P,56.20,55.00
02/01/2012,20:15,[20:00-20:15[,S,F,F,P,P,55.69,55.69
02/01/2012,20:30,[20:15-20:30[,S,F,F,P,P,55.69,55.69
02/01/2012,20:45,[20:30-20:45[,S,F,F,C,P,55.69,55.69
02/01/2012,21:00,[20:45-21:00[,S,F,F,C,P,55.69,55.69
02/01/2012,21:15,[21:00-21:15[,S,F,F,C,C,56.86,53.54
02/01/2012,21:30,[21:15-21:30[,S,F,F,C,C,56.86,53.54
02/01/2012,21:45,[21:30-21:45[,S,F,F,C,C,56.86,53.54
02/01/2012,22:00,[21:45-22:00[,S,F,F,C,C,56.86,53.54
02/01/2012,22:15,[22:00-22:15[,S,V,F,V,C,55.68,49.72
02/01/2012,22:30,[22:15-22:30[,S,V,F,V,C,55.68,49.72
02/01/2012,22:45,[22:30-22:45[,S,V,F,V,C,55.68,49.72
02/01/2012,23:00,[22:45-23:00[,S,V,F,V,C,55.68,49.72
02/01/2012,23:15,[23:00-23:15[,S,V,F,V,C,52.67,40.00
02/01/2012,23:30,[23:15-23:30[,S,V,F,V,C,52.67,40.00
02/01/2012,23:45,[23:30-23:45[,S,V,F,V,C,52.67,40.00
02/01/2012,23:59,[23:45-00:00[,S,V,F,V,C,52.67,40.00
03/01/2012,00:15,[00:00-00:15[,S,V,V,V,V,45.02,30.12
03/01/2012,00:30,[00:15-00:30[,S,V,V,V,V,45.02,30.12
03/01/2012,00:45,[00:30-00:45[,S,V,V,V,V,45.02,30.12
03/01/2012,01:00,[00:45-01:00[,S,V,V,V,V,45.02,30.12
03/01/2012,01:15,[01:00-01:15[,S,V,V,V,V,37.64,15.00
03/01/2012,01:30,[01:15-01:30[,S,V,V,V,V,37.64,15.00
03/01/2012,01:45,[01:30-01:45[,S,V,V,V,V,37.64,15.00
03/01/2012,02:00,[01:45-02:00[,S,V,V,V,V,37.64,15.00
03/01/2012,02:15,[02:00-02:15[,S,V,V,V,V,37.69,14.64
03/01/2012,02:30,[02:15-02:30[,S,V,V,V,V,37.69,14.64
03/01/2012,02:45,[02:30-02:45[,S,V,V,V,V,37.69,14.64
03/01/2012,03:00,[02:45-03:00[,S,V,V,V,V,37.69,14.64
03/01/2012,03:15,[03:00-03:15[,S,V,V,V,V,37.61,16.44
03/01/2012,03:30,[03:15-03:30[,S,V,V,V,V,37.61,16.44
03/01/2012,03:45,[03:30-03:45[,S,V,V,V,V,37.61,16.44
03/01/2012,04:00,[03:45-04:00[,S,V,V,V,V,37.61,16.44
03/01/2012,04:15,[04:00-04:15[,S,V,V,V,V,36.62,26.64
03/01/2012,04:30,[04:15-04:30[,S,V,V,V,V,36.62,26.64
03/01/2012,04:45,[04:30-04:45[,S,V,V,V,V,36.62,26.64
03/01/2012,05:00,[04:45-05:00[,S,V,V,V,V,36.62,26.64
03/01/2012,05:15,[05:00-05:15[,S,V,V,V,V,35.69,35.69
03/01/2012,05:30,[05:15-05:30[,S,V,V,V,V,35.69,35.69
03/01/2012,05:45,[05:30-05:45[,S,V,V,V,V,35.69,35.69
03/01/2012,06:00,[05:45-06:00[,S,V,V,V,V,35.69,35.69
03/01/2012,06:15,[06:00-06:15[,S,V,V,V,V,49.13,49.13
03/01/2012,06:30,[06:15-06:30[,S,V,V,V,V,49.13,49.13
03/01/2012,06:45,[06:30-06:45[,S,V,V,V,V,49.13,49.13
03/01/2012,07:00,[06:45-07:00[,S,V,V,V,V,49.13,49.13
03/01/2012,07:15,[07:00-07:15[,S,V,F,V,C,49.72,49.72
03/01/2012,07:30,[07:15-07:30[,S,V,F,V,C,49.72,49.72
03/01/2012,07:45,[07:30-07:45[,S,V,F,V,C,49.72,49.72
03/01/2012,08:00,[07:45-08:00[,S,V,F,V,C,49.72,49.72
03/01/2012,08:15,[08:00-08:15[,S,F,F,C,C,52.07,52.07
03/01/2012,08:30,[08:15-08:30[,S,F,F,C,C,52.07,52.07
03/01/2012,08:45,[08:30-08:45[,S,F,F,C,C,52.07,52.07
03/01/2012,09:00,[08:45-09:00[,S,F,F,C,C,52.07,52.07
03/01/2012,09:15,[09:00-09:15[,S,F,F,P,C,51.02,51.02
03/01/2012,09:30,[09:15-09:30[,S,F,F,P,C,51.02,51.02
03/01/2012,09:45,[09:30-09:45[,S,F,F,P,P,51.02,51.02
03/01/2012,10:00,[09:45-10:00[,S,F,F,P,P,51.02,51.02
03/01/2012,10:15,[10:00-10:15[,S,F,F,P,P,52.10,49.72
03/01/2012,10:30,[10:15-10:30[,S,F,F,P,P,52.10,49.72
03/01/2012,10:45,[10:30-10:45[,S,F,F,C,P,52.10,49.72
03/01/2012,11:00,[10:45-11:00[,S,F,F,C,P,52.10,49.72
03/01/2012,11:15,[11:00-11:15[,S,F,F,C,P,52.67,52.15
03/01/2012,11:30,[11:15-11:30[,S,F,F,C,P,52.67,52.15
03/01/2012,11:45,[11:30-11:45[,S,F,F,C,P,52.67,52.15
03/01/2012,12:00,[11:45-12:00[,S,F,F,C,P,52.67,52.15
03/01/2012,12:15,[12:00-12:15[,S,F,F,C,C,51.02,51.02
03/01/2012,12:30,[12:15-12:30[,S,F,F,C,C,51.02,51.02
03/01/2012,12:45,[12:30-12:45[,S,F,F,C,C,51.02,51.02
03/01/2012,13:00,[12:45-13:00[,S,F,F,C,C,51.02,51.02
03/01/2012,13:15,[13:00-13:15[,S,F,F,C,C,50.13,50.13
03/01/2012,13:30,[13:15-13:30[,S,F,F,C,C,50.13,50.13
03/01/2012,13:45,[13:30-13:45[,S,F,F,C,C,50.13,50.13
03/01/2012,14:00,[13:45-14:00[,S,F,F,C,C,50.13,50.13
03/01/2012,14:15,[14:00-14:15[,S,F,F,C,C,49.72,49.72
03/01/2012,14:30,[14:15-14:30[,S,F,F,C,C,49.72,49.72
03/01/2012,14:45,[14:30-14:45[,S,F,F,C,C,49.72,49.72
03/01/2012,15:00,[14:45-15:00[,S,F,F,C,C,49.72,49.72
03/01/2012,15:15,[15:00-15:15[,S,F,F,C,C,49.72,49.72
03/01/2012,15:30,[15:15-15:30[,S,F,F,C,C,49.72,49.72
03/01/2012,15:45,[15:30-15:45[,S,F,F,C,C,49.72,49.72
03/01/2012,16:00,[15:45-16:00[,S,F,F,C,C,49.72,49.72
03/01/2012,16:15,[16:00-16:15[,S,F,F,C,C,51.06,51.06
03/01/2012,16:30,[16:15-16:30[,S,F,F,C,C,51.06,51.06
03/01/2012,16:45,[16:30-16:45[,S,F,F,C,C,51.06,51.06
03/01/2012,17:00,[16:45-17:00[,S,F,F,C,C,51.06,51.06
03/01/2012,17:15,[17:00-17:15[,S,F,F,C,C,54.13,54.13
03/01/2012,17:30,[17:15-17:30[,S,F,F,C,C,54.13,54.13
03/01/2012,17:45,[17:30-17:45[,S,F,F,C,C,54.13,54.13
03/01/2012,18:00,[17:45-18:00[,S,F,F,C,C,54.13,54.13
03/01/2012,18:15,[18:00-18:15[,S,F,F,P,C,55.26,55.26
03/01/2012,18:30,[18:15-18:30[,S,F,F,P,C,55.26,55.26
03/01/2012,18:45,[18:30-18:45[,S,F,F,P,P,55.26,55.26
03/01/2012,19:00,[18:45-19:00[,S,F,F,P,P,55.26,55.26
03/01/2012,19:15,[19:00-19:15[,S,F,F,P,P,55.13,55.13
03/01/2012,19:30,[19:15-19:30[,S,F,F,P,P,55.13,55.13
03/01/2012,19:45,[19:30-19:45[,S,F,F,P,P,55.13,55.13
03/01/2012,20:00,[19:45-20:00[,S,F,F,P,P,55.13,55.13
03/01/2012,20:15,[20:00-20:15[,S,F,F,P,P,55.69,55.69
03/01/2012,20:30,[20:15-20:30[,S,F,F,P,P,55.69,55.69
03/01/2012,20:45,[20:30-20:45[,S,F,F,C,P,55.69,55.69
03/01/2012,21:00,[20:45-21:00[,S,F,F,C,P,55.69,55.69
03/01/2012,21:15,[21:00-21:15[,S,F,F,C,C,53.54,53.54
03/01/2012,21:30,[21:15-21:30[,S,F,F,C,C,53.54,53.54
03/01/2012,21:45,[21:30-21:45[,S,F,F,C,C,53.54,53.54
03/01/2012,22:00,[21:45-22:00[,S,F,F,C,C,53.54,53.54
03/01/2012,22:15,[22:00-22:15[,S,V,F,V,C,49.72,49.72
03/01/2012,22:30,[22:15-22:30[,S,V,F,V,C,49.72,49.72
03/01/2012,22:45,[22:30-22:45[,S,V,F,V,C,49.72,49.72
03/01/2012,23:00,[22:45-23:00[,S,V,F,V,C,49.72,49.72
03/01/2012,23:15,[23:00-23:15[,S,V,F,V,C,42.67,42.67
03/01/2012,23:30,[23:15-23:30[,S,V,F,V,C,42.67,42.67
03/01/2012,23:45,[23:30-23:45[,S,V,F,V,C,42.67,42.67
03/01/2012,23:59,[23:45-00:00[,S,V,F,V,C,42.67,42.67
04/01/2012,00:15,[00:00-00:15[,S,V,V,V,V,35.01,35.01
04/01/2012,00:30,[00:15-00:30[,S,V,V,V,V,35.01,35.01
04/01/2012,00:45,[00:30-00:45[,S,V,V,V,V,35.01,35.01
04/01/2012,01:00,[00:45-01:00[,S,V,V,V,V,35.01,35.01
04/01/2012,01:15,[01:00-01:15[,S,V,V,V,V,31.00,13.65
04/01/2012,01:30,[01:15-01:30[,S,V,V,V,V,31.00,13.65
04/01/2012,01:45,[01:30-01:45[,S,V,V,V,V,31.00,13.65
04/01/2012,02:00,[01:45-02:00[,S,V,V,V,V,31.00,13.65
04/01/2012,02:15,[02:00-02:15[,S,V,V,V,V,31.00,10.65
04/01/2012,02:30,[02:15-02:30[,S,V,V,V,V,31.00,10.65
04/01/2012,02:45,[02:30-02:45[,S,V,V,V,V,31.00,10.65
04/01/2012,03:00,[02:45-03:00[,S,V,V,V,V,31.00,10.65
04/01/2012,03:15,[03:00-03:15[,S,V,V,V,V,10.07,10.07
04/01/2012,03:30,[03:15-03:30[,S,V,V,V,V,10.07,10.07
04/01/2012,03:45,[03:30-03:45[,S,V,V,V,V,10.07,10.07
04/01/2012,04:00,[03:45-04:00[,S,V,V,V,V,10.07,10.07
04/01/2012,04:15,[04:00-04:15[,S,V,V,V,V,15.00,15.00
04/01/2012,04:30,[04:15-04:30[,S,V,V,V,V,15.00,15.00
04/01/2012,04:45,[04:30-04:45[,S,V,V,V,V,15.00,15.00
04/01/2012,05:00,[04:45-05:00[,S,V,V,V,V,15.00,15.00
04/01/2012,05:15,[05:00-05:15[,S,V,V,V,V,31.50,31.50
04/01/2012,05:30,[05:15-05:30[,S,V,V,V,V,31.50,31.50
04/01/2012,05:45,[05:30-05:45[,S,V,V,V,V,31.50,31.50
04/01/2012,06:00,[05:45-06:00[,S,V,V,V,V,31.50,31.50
04/01/2012,06:15,[06:00-06:15[,S,V,V,V,V,46.69,46.69
04/01/2012,06:30,[06:15-06:30[,S,V,V,V,V,46.69,46.69
04/01/2012,06:45,[06:30-06:45[,S,V,V,V,V,46.69,46.69
04/01/2012,07:00,[06:45-07:00[,S,V,V,V,V,46.69,46.69
04/01/2012,07:15,[07:00-07:15[,S,V,F,V,C,49.72,49.72
04/01/2012,07:30,[07:15-07:30[,S,V,F,V,C,49.72,49.72
04/01/2012,07:45,[07:30-07:45[,S,V,F,V,C,49.72,49.72
04/01/2012,08:00,[07:45-08:00[,S,V,F,V,C,49.72,49.72
04/01/2012,08:15,[08:00-08:15[,S,F,F,C,C,49.72,49.72
04/01/2012,08:30,[08:15-08:30[,S,F,F,C,C,49.72,49.72
04/01/2012,08:45,[08:30-08:45[,S,F,F,C,C,49.72,49.72
04/01/2012,09:00,[08:45-09:00[,S,F,F,C,C,49.72,49.72
04/01/2012,09:15,[09:00-09:15[,S,F,F,P,C,49.80,49.80
04/01/2012,09:30,[09:15-09:30[,S,F,F,P,C,49.80,49.80
04/01/2012,09:45,[09:30-09:45[,S,F,F,P,P,49.80,49.80
04/01/2012,10:00,[09:45-10:00[,S,F,F,P,P,49.80,49.80
04/01/2012,10:15,[10:00-10:15[,S,F,F,P,P,49.72,49.72
04/01/2012,10:30,[10:15-10:30[,S,F,F,P,P,49.72,49.72
04/01/2012,10:45,[10:30-10:45[,S,F,F,C,P,49.72,49.72
04/01/2012,11:00,[10:45-11:00[,S,F,F,C,P,49.72,49.72
04/01/2012,11:15,[11:00-11:15[,S,F,F,C,P,50.00,50.00
04/01/2012,11:30,[11:15-11:30[,S,F,F,C,P,50.00,50.00
04/01/2012,11:45,[11:30-11:45[,S,F,F,C,P,50.00,50.00
04/01/2012,12:00,[11:45-12:00[,S,F,F,C,P,50.00,50.00
04/01/2012,12:15,[12:00-12:15[,S,F,F,C,C,49.80,49.80
04/01/2012,12:30,[12:15-12:30[,S,F,F,C,C,49.80,49.80
04/01/2012,12:45,[12:30-12:45[,S,F,F,C,C,49.80,49.80
04/01/2012,13:00,[12:45-13:00[,S,F,F,C,C,49.80,49.80
04/01/2012,13:15,[13:00-13:15[,S,F,F,C,C,49.81,49.81
04/01/2012,13:30,[13:15-13:30[,S,F,F,C,C,49.81,49.81
04/01/2012,13:45,[13:30-13:45[,S,F,F,C,C,49.81,49.81
04/01/2012,14:00,[13:45-14:00[,S,F,F,C,C,49.81,49.81
04/01/2012,14:15,[14:00-14:15[,S,F,F,C,C,49.72,49.72
04/01/2012,14:30,[14:15-14:30[,S,F,F,C,C,49.72,49.72
04/01/2012,14:45,[14:30-14:45[,S,F,F,C,C,49.72,49.72
04/01/2012,15:00,[14:45-15:00[,S,F,F,C,C,49.72,49.72
04/01/2012,15:15,[15:00-15:15[,S,F,F,C,C,49.72,49.72
04/01/2012,15:30,[15:15-15:30[,S,F,F,C,C,49.72,49.72
04/01/2012,15:45,[15:30-15:45[,S,F,F,C,C,49.72,49.72
04/01/2012,16:00,[15:45-16:00[,S,F,F,C,C,49.72,49.72
04/01/2012,16:15,[16:00-16:15[,S,F,F,C,C,50.00,50.00
04/01/2012,16:30,[16:15-16:30[,S,F,F,C,C,50.00,50.00
04/01/2012,16:45,[16:30-16:45[,S,F,F,C,C,50.00,50.00
04/01/2012,17:00,[16:45-17:00[,S,F,F,C,C,50.00,50.00
04/01/2012,17:15,[17:00-17:15[,S,F,F,C,C,51.02,51.02
